,Unnamed: 0.1,Unnamed: 0,neighborhood,city,street,description,area,rooms,parking,bathrooms,lat,lon
920,5,5,Jardim das Paineiras I, São José dos Campos,Rua Trentino,"Sou Viver Florença - Para vc que deseja sair do aluguel !!!

Unidades de 47,78 m² e 48,44 m² sendo 2 quartos e 1 banheiro, e plantas Garden com até 68,69 m². Detalhes incríveis: 

- 02 Dormitórios 
- Sala de Estar e Jantar 
- Cozinha e Área de Serviço 
- Banheiro 
- Varanda 

Área de lazer sem igual na região ! Tudo equipado e decorado:

- Salão de Festas 
- Sala de Ginastica
- Brinquedoteca 
- Vestuários e Sanitários Masculinos e Femininos 
- Guarita 
- Comercio 
 - Quadra de Esportes 
- Piscina Adulto e Infantil 
- Playground 
- Pet Place 
- Praça 
- Bicicletário
- Ginastica ao ar livre
- Churrasqueira Externa 
- Praça de Jogos
- Horta 
- Sala do Sindico 
- Escritório 

Entre em contato e garanta já o seu! 
José Neto ( 1 2 ) 9 9 7 8 7 - 8 0 0 7",48,2,1,1,-23.2071976,-45.7840029
921,6,6,Jardim Satélite, São José dos Campos,Rua Scorpius,"Apartamento com 2 dormitórios à venda, 54 m² por R$ 390.000 - Jardim Satélite - São José dos Campos/SP

Apartamento Novo à Venda.
Doctos ok
Bairro Jardim Satélite.
A 800mts do Shop Jd Oriente.
54m2
2 Dorms (1 Suíte, c/ espaço p/ Closet e Pto p/ Ar Condicionado)
Sala Estar / Jantar
Tomadas USB
Janelas c/ Persiana Embutida
Varanda com Linda Vista Definitiva
1 Vaga.
Piscinas Adulto e Infantil.
Salão de Festas, Churrasqueira e Brinquedoteca Mobiliados
Cond. Torre Única.
Elevadores Social e Serviço
Captação de energia por células fotovoltaicas para economia e utilização nas áreas comuns.",54,2,1,2,-23.2353431,-45.8919376
922,7,7,Mirante do Buquirinha, São José dos Campos,,"Apartamento / Mirante do Buquirinha / 02 dormitórios / 52m²/ São José dos Campos

RA AMIL Negócios Imobiliários vende:
Ótimo apartamento no Mirante do Buquirinha , sol da manhã, com cômodos amplos, ventilados e ótima iluminação solar. 
O imóvel está localizado em uma região privilegiada de São José dos Campos, com fácil acesso as principais vias da região 

Valor: 265.000,00

Descrição do Imóvel:
01 Sala
01 Cozinha 
02 Dormitórios 
01 Banheiro
01 Vaga
Sacada
Área de serviço

Diferenciais do Condomínio:

Quadra poliesportiva
Salão de festas
Jardins
Churrasqueira

RA Amil Negócios Imobiliários
Creci 40046-J

Agende sua visita !
Fale conosco: -",52,2,1,1,,
923,8,8,Jardim das Colinas, São José dos Campos,Rua Professor Carlos Alberto de Buarque Borges,"Apartamento com 2 dormitórios à venda, 71 m² a partir de R$ 841.918 - Jardim das Colinas - São José dos Campos/SP

Apartamento no bairro Jardim das Colinas, ao lado do Shopping Colinas, Colégio Poliedro, Anglo, Monteiro Lobato.
Com fácil acesso a Dutra e Via Oeste.


- 71,14 m²
- 2 quartos, sendo 1 suíte
- 2 Banheiros
- 2 vagas

Diferenciais:
- Infraestrutura para Ar-condicionado
- Piso nivelado entre sala e varanda
- Hobby Box
- Aquecimento a gás nas duchas e na cozinha
- Varanda Gourmet


Condominio com:
- Studio by Cia Athletica (espaço exclusivo para aulas de ginástica)
- Beach Sports (quadra de areia)
- Royal Party (salão
de festas com sala de estar)
- Espaço para pet
- Relax Pool (deck molhado com balanços na piscina)
- Wellness Tree (bosque com árvores frutíferas)
- Acqua Play (playground coberto dentro
da área da piscina)
- Quadra Poliesportiva
- Segurança 24 horas
- Elevador

Para mais informações entre em contato.
Sujeito a confirmação de disponibilidade! -",71,2,2,2,-23.2067366,-45.9103019
924,9,9,Jardim Nova Michigan, São José dos Campos,Estrada do Mato Dentro,"Apartamento com 2 dormitórios à venda, 48 m² por R$ 185.000 - Jardim Nova Michigan - São José dos Campos/SP

Este apartamento está localizado no Residencial Parque Campo Di Madri, possui fácil acesso as principais vias da cidade.

Conheça um pouco mais das características deste apartamento.

- 2 Dormitórios
- 1 Banheiro
- Sala
- Cozinha
- Área de serviço
- 1 Vaga de garagem descoberta

Prédio sem elevador.

Agende uma visita!",48,2,1,1,-23.1982095,-45.7950202
925,10,10,Jardim Esplanada II, São José dos Campos,Avenida São João,"- 292,32m²
- 4 Dormitórios sendo quatro suítes
- Sala intima
- Sala ampla
- Cozinha ampla
- 2 Banheiros
- Lavabo
- Lavanderia
- 3 Vagas de garagem

Diferenciais Exclusivos:

- 4 Suítes sendo uma delas máster com closet
- Apartamento novo, nunca habitado
- Sala ampla integrada a varanda e a cozinha
- Varanda com Pé-direito duplo
- Dependência para auxiliar de serviços domésticos
- Área gourmet
- Churrasqueira
- Piscina
- Cozinha com armários

Lazer no Condomínio:

- Churrasqueira
- Cinema
- Espaço gourmet
- Espaço kids
- Espaço mulher
- Jacuzzi
- Piscina adulto
- Piscina infantil
- Pista de caminhada
- Playground
- Quadra poliesportiva
- Salão de festa
- Salão de Jogos
- Sauna e SPA
- Squash
CO0138",292,4,3,5,-23.2082214,-45.9083253
926,11,11,Jardim Oriente, São José dos Campos,Rua Colombo,"ENDEREÇO: RUA COLOMBO 25 (ESQUINA COM RUA TUPI) JD ORIENTE, SÃO JOSE DOS CAMPOS 12236-120

✅ TERREO + PUC + 25 ANDARES 
✅ 1 TORRES EXCLUSIVA
✅ 5 ELEVADOR 
✅ 1 OU 2 VAGAS DE AUTO
✅ 3 SUBSOLOS
✅ 22 VAGAS VISITANTES
✅ 75 VAGAS BICICLETA
✅ 43 VAGAS MOTO
✅ 8 UNIDADES POR ANDAR
✅ 750 DO SHOPPING ORIENTE

APARTAMENTOS

✅ 55, 56, 57, 63m²
✅ 2 E 3 DORMITÓRIOS
✅ 1 SUÍTE 
✅ SACADA
✅ ÁREA DE SERVIÇO
✅ COZINHA 
✅ VARANDA COM PONTO DE GÁS
✅ SALA DE ESTAR E JANTAR

LAZER 

✅ PISCINA
✅ BRINQUEDOTECA
✅ ESPAÇO GOURMET COM CHURRASQUEIRA
✅ COWORKING 
✅ SALÃO DE FESTAS
✅ SALA FITNESS
✅ HORTA COMUNITÁRIA
✅ SALÃO DE JOGOS
✅ ESPAÇO MULHER 
✅ PLAYGROUND 
✅ REDÁRIO 
✅ SOLARIUM 
✅ HIDRO E PRAINHA
✅ SAUNA

BAIRRO

✅ EM CRESCIMENTO
✅ EM VALORIZAÇÃO
✅ PRÓXIMO DE SHOPPING
✅ PRÓXIMO DE COMÉRCIOS
✅ FACILIDADE DE ACESSO

CONDIÇOES

✅ VALOR: R$ 349.900 MIL A R$ 399.900 MIL 
✅ ENTRADA: ENTRADA R$ 24.900 A R$ 30.900 
✅ ENTREGA: DEZEMBRO 2027
✅ PRAZO MÁXIMO: 120 MESES
✅ FINANCIAMENTO: CONSTRUTORA

DISPONÍVEL FEVEREIRO 2024

✅ 50 UNIDADES

CONSTRUTORA 

✅ EMPLANEJ
✅ 24 ANOS DE MERCADO",63,3,1,2,-23.2402544,-45.8933781
927,12,12,Jardim Mariana II, São José dos Campos,Rua Antonio Marcos de Oliveira,"O apartamento está localizado no bairro Jardim Mariana II tem 65 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros, encontra-se na privacidade de um condomínio fechado, esta previsto para instalar elevador, condomínio barato",65,2,1,2,,
928,13,13,Condomínio Royal Park, São José dos Campos,Rua Doutor Izaias Andrade Sobrinho,"Apartamento lançamento no Jardim Alvorada com 2 dormitórios e 1 suíte.
O apartamento conta com sala 2 ambientes e varanda, além do wc social e da cozinha.
Todos os apartamentos, além de espaçosos, contam com tomadas usb, janeças wide view com blackout, pontos de ar condicionado e fechaduras com biometria.
O condomínio oferece churrasqueiras, praças, playground, quadra, espaço gourmet, salão de jogos, brinquedoteca, lavanderia, spa, academia, solarium, piscina, espaço coworking, varanda multiuso, salão de festas, delivery lockers, vagas para carro elétrico e bike center.
Se você está em busca de um estilo de vida contemporâneo, cheio de inovação e praticidade, a região oeste de São José dos Campos é o lugar perfeito para você chamar de lar. Com uma combinação única entre modernidade e conforto, esta região oferece uma experiência de vida dinâmica e vibrante.
Nossa seleção de propriedades na zona oeste oferece uma gama de residências com designs modernos e funcionais, perfeitamente alinhados com o seu estilo de vida dinâmico. De apartamentos sofisticados a casas elegantes, cada propriedade é uma expressão de bom gosto e praticidade.
Desfrute do melhor da vida urbana com a proximidade a restaurantes inovadores, centros comerciais de vanguarda e uma cena cultural pulsante. A região oeste é o lugar onde você pode se envolver com a agitação da cidade e experimentar tudo o que ela tem a oferecer.
Esta parte da cidade é repleta de comércio e serviços de primeira classe, proporcionando uma conveniência incomparável. Supermercados, academias, cinemas e muito mais estão a poucos minutos de distância, simplificando sua rotina diária.
Desfrute de vistas panorâmicas deslumbrantes da zona oeste, que oferecem uma visão única do encontro entre a modernidade urbana e a natureza. Cada olhar pela janela se torna uma oportunidade para apreciar a beleza que a região oferece.
A região oferece acesso a escolas de qualidade, desde a educação infantil até instituições de ensino renomadas. Investir no futuro da sua família é uma prioridade.
Se você busca diversão e entretenimento, essa região ainda oferece uma variedade de opções. Desde espaços para prática esportiva até locais de entretenimento noturno, você encontrará atividades para todas as idades.
Não perca a oportunidade de fazer parte da modernidade e praticidade da zona oeste de São José dos Campos. Entre em contato conosco agora mesmo e permita que nós o guiemos para encontrar a residência dos seus sonhos, perfeitamente sintonizada com o seu estilo de vida dinâmico.
Venha vivenciar a modernidade, a conveniência e o dinamismo da região oeste!",69,2,1,1,-23.2234015,-45.9108105
929,14,14,Vila Industrial, São José dos Campos,Avenida Presidente Juscelino Kubitschek,"Apartamento - Vila Industrial - Residencial Integração Conjunto Habitacional - 2 Dormitórios - 48m².

O Residencial Integração Conjunto Habitacional está localizado na Vila Industrial, possui fácil acesso as principais vias da cidade.

Conheça as características deste lindo apartamento:

- 48m²
- 2 Dormitórios
- Sala
- Cozinha
- 1 Banheiro
- Área de serviços
- 1 Vaga de garagem coberta

Diferenciais Exclusivos:

- Térreo
- Moveis planejados

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis na Vila Industrial, Motorama, Jardim São Vicente, Campos de São José, Jardim Mariana, SetVille, SetParque, casas e apartamentos próximos a mercados, farmácias, escolas, além de pontos comerciais localizados na Zona Leste.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.
. ref. 62111 atualizado em 10/08.",48,2,1,1,-23.1775485,-45.8397078
930,0,0,Vila Betânia, São José dos Campos,Alameda José Alves de Siqueira Filho,"Apartamento com 3 dormitórios à venda, 108 m² por R$ 890.000 - Vila Betânia - São José dos Campos/SP

Condomínio Palazzi Di Venezia

Excelente localização, amplo, repleto de armários e arejado

3 dormitórios com armários, sendo 1 suíte com sacada e ar condicionado
Sala ampla para 2 ambientes com sacada
Cozinha planejada
Área de serviço
Wc de serviço
2 vagas de garagem

Lazer com piscina, churrasqueira, quadra, salão de festas, playground, brinquedoteca e academia

Portaria 24hs
Estacionamento para visitantes

Agende sua visita e surpreenda-se!",108,3,2,3,-23.2081295,-45.8916807
931,1,1,Jardim Alvorada, São José dos Campos,Avenida Cassiano Ricardo,"Ed : Altos do Esplanada I - Jardim Aquarius - 105 m2
Características do imóvel!!!!!
3 dormitórios ,sendo 1 suíte ,com armários ,sala ampla ,cozinha planejada espaçosa ,área de serviço com banheiro , 2 vagas de garagem cobertas com hobby box .

Área de lazer: piscina adulto e infantil ,churrasqueira ,salão de festas ,playground .
Localização : Próximo ao shopping Colinas, Supermercado , posto de gasolina , restaurantes , farmácia , escolas e comércios em geral.
Agende sua visita!!!!!!! -",105,3,2,2,-23.2214873,-45.9111516
932,2,2,Floradas de São José, São José dos Campos,Rua José Alves dos Santos,"Apartamento - Floradas de São José - Residencial Milano - 3 Dormitórios - 106m².

O Residencial Milano está localizado no bairro Floradas de São José, ao lado do Shopping Vale Sul e possui fácil acesso às principais vias da cidade.

Conheça as características deste lindo apartamento:

- 106m²
- 3 Dormitórios sendo uma suíte
- Sala dois ambientes
- Cozinha 
- 3 Banheiros
- Área de serviços
- 2 Vagas de garagem

Diferenciais Exclusivos:

- Cozinha com armários
- Varanda gourmet
- Piso vinílico de primeira linha
- Armários planejados nos três dormitórios
- Móveis planejados na cozinha
- Torre com microondas e forno elétrico 
- Cooktop fischer com exaustor em aço inox
- Ar condicionado na suíte
- Andar alto e vista livre
- Varanda gourmet, fechada com vidros, gabinete e cortinas rolom
- Banheiros com box blindex
- Hobby box
- Portaria 24h

Lazer no condomínio:

- Piscina
- Churrasqueira
- Salão de festas
- Playground infantil
- Brinquedoteca
- Academia
- Quadra gramada
- Salão de jogos
- Câmeras de segurança

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim Republica, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Jardim Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.

Seja para vender, alugar ou adquirir um imóvel procure o Grupo Kaza, a sua imobiliária em São José dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelência seja em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da região de São José dos Campos.

Vem você também para o Grupo Kaza, excelência em consultoria imobiliária.

As informações contidas neste anúncio foram informadas pelo proprietário (a) do imóvel e possuem seus direitos reservados.. ref. 66848 atualizado em 10/08.",106,3,2,3,-23.2198567,-45.8913555
933,3,3,Jardim Sul, São José dos Campos,Rua Maurício Cardoso,"APTO A VENDA COM 3 DORMITORIOS SENDO 1 SUITE E 2 VAGAS DE GARAGEM| VISTA PARA SALINAS| ANDAR ALTO

GARANTO QUE VOCÊ NÃO VIU UM ALTO PADRÃO EM SÃO JOSÉ DOS CAMPOS IGUAL A ESTE. COM SEGURANÇA, APARTAMENTOS ESPAÇOSOS E ÁREAS VERDES, O MAXXIMO RESORT É MUITO MAIS DO QUE VOCÊ IMAGINA, COM LAZER PARA TODA A FAMÍLIA E COM OPÇÕES PARA VOCÊ ESCOLHER O QUE MELHOR SE ADAPTA À REALIZAÇÃO DO SEU SONHO!

Piscina | Churrasqueira | Salão de Jogos | Fitness | SPA | Cinema | e mais 30 opções

vamos agendar uma visita?

#sjc #jardimsulsjc #zonasulsjc #imoveissjc -",90,3,2,2,,
934,4,4,Jardim Torrão de Ouro, São José dos Campos,,"Apartamento no condomínio Campo da Mata / Jardim torrão de Ouro / 02 dormitórios / 42 m² / São José dos Campos

RA Amil Negócios Imobiliários vende:

R$ 223.000,00

Descrição do Imóvel:
02 dormitórios 
01 Sala 
01 Cozinha 
01 banheiros 
01 Área de serviço

Características do condomínio:
- Portaria 24 horas
- Salão de festas
- Churrasqueira

RA Amil Negócios Imobiliários
Creci 40046-J

Agende sua visita
Fale conosco: -",42,2,1,1,,
935,5,5,Parque Residencial Aquarius, São José dos Campos,Avenida do Tubarão,"Localizado no Jardim Aquarius em São José dos Campos, este imóvel oferece conveniência e praticidade. A apenas 5 minutos de carro da Rodovia Presidente Dutra, Supermercado Tauste e Shopping Colinas. Os colégios Planck, Poliedro e Objetivo também estão próximos, todos a menos de 10 minutos de distância de carro. O Parque Vicentina Aranha completa o cenário, acessível em 10 minutos de carro.

Características do Imóvel: Área Total de 160m², com 3 dormitórios, todos suítes com armários embutidos, área de serviço, cozinha equipada com armários, ar condicionado, 1 banheiro social.

Área Comum: O condomínio oferece área de lazer completa e possui elevador. Estacionamento: 3 vagas de garagem cobertas. Este apartamento é a definição de elegância e praticidade.

Anúncio sujeito a alteração sem aviso prévio do seu proprietário no que diz respeito ao preço e disponibilidade, na data da consulta pelo interessado ou interessada. -",160,3,2,4,-23.2172892,-45.9088699
